Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
101482098793499,"Niagara County, NY",These ads ran without a disclaimer,≤100,4
101826909499036,Maestra Candy,These ads ran without a disclaimer,≤100,1
105729552522702,social.talks1,These ads ran without a disclaimer,≤100,1
107907055580308,Commusta.ph,These ads ran without a disclaimer,≤100,1
105851528848191,ramossamuelde,These ads ran without a disclaimer,≤100,1
101622375458457,"Natrona County, WY",These ads ran without a disclaimer,≤100,3
110393668234420,Halawa Stories,These ads ran without a disclaimer,≤100,1
103298707787005,"Folsom, CA Local - News Break",These ads ran without a disclaimer,≤100,1
990722271025824,"Tulsa, OK Local - News Break",These ads ran without a disclaimer,≤100,1
103896262089697,Cool mule,These ads ran without a disclaimer,≤100,1
1128898340558235,"Charlottesville, VA Local - News Break",These ads ran without a disclaimer,≤100,3
69051454832,Orthodox Christian Laity,These ads ran without a disclaimer,≤100,1
100658305553901,"Clark County, WI",These ads ran without a disclaimer,≤100,3
118301844586660,Tüqborneh,These ads ran without a disclaimer,≤100,3
1135331653277129,Черный список Одесса,These ads ran without a disclaimer,≤100,1
110719417866633,Dewey County Local News,These ads ran without a disclaimer,≤100,1
100487141876592,Monica Jaquez,These ads ran without a disclaimer,≤100,1
384222688368352,"Minot, ND Local - News Break",These ads ran without a disclaimer,≤100,3
37951244945,Wine Industry Network,These ads ran without a disclaimer,≤100,2
106102844967867,"Montgomery County, AL",These ads ran without a disclaimer,≤100,3
105641628360796,"Carlisle County, KY",These ads ran without a disclaimer,≤100,1
108132191443194,"Lake County, MT",These ads ran without a disclaimer,≤100,2
101229222157607,Ada County Local News,These ads ran without a disclaimer,≤100,1
103477636000897,Sean Michels for Village Trustee,These ads ran without a disclaimer,≤100,1
102678612218427,Cool Fox,These ads ran without a disclaimer,≤100,1
108470141427555,Stanislaus County Local News,These ads ran without a disclaimer,≤100,1
103100939063358,MikeLee4691,These ads ran without a disclaimer,≤100,1
984360371662761,"Chula Vista, CA Local - News Break",These ads ran without a disclaimer,≤100,2
109524600495305,"Aiken, South Carolina Local - News Break",These ads ran without a disclaimer,≤100,2
109983731256760,"Alamance County, NC",These ads ran without a disclaimer,≤100,2
108357821407081,"Bay County, FL",These ads ran without a disclaimer,≤100,1
111086951709630,Edu Bueno Photography,These ads ran without a disclaimer,≤100,1
108741858034500,"Montezuma County, CO",These ads ran without a disclaimer,≤100,1
104931691784344,Sawyer County Local News,These ads ran without a disclaimer,≤100,2
107938703987589,"Meriden, Connecticut Local - News Break",These ads ran without a disclaimer,≤100,1
101060112178435,Washburn County Local News,These ads ran without a disclaimer,≤100,2
106662648277357,Turner County Local News,These ads ran without a disclaimer,≤100,1
259771884408502,"Greenville, NC Local - News Break",These ads ran without a disclaimer,≤100,2
154814591612555,"Norwich, CT Local - News Break",These ads ran without a disclaimer,≤100,2
106461957381434,Kurland for Mayor,These ads ran without a disclaimer,≤100,1
106472811597891,"Richmond County, GA",These ads ran without a disclaimer,≤100,4
103644018580807,Jefferson County Local News,These ads ran without a disclaimer,≤100,1
102836608663450,Iowa County Local News,These ads ran without a disclaimer,≤100,1
125598777190201,tateinvicible,These ads ran without a disclaimer,≤100,1
102635761197778,"Irmo, South Carolina Local - News Break",These ads ran without a disclaimer,≤100,1
114068091618598,Air Preserve,These ads ran without a disclaimer,≤100,1
106072844971729,"Sumter County, FL",These ads ran without a disclaimer,≤100,3
110267561273289,Southeast Michigan Perinatal Quality Improvement Coalition,These ads ran without a disclaimer,≤100,3
106376204896796,The House Hub,These ads ran without a disclaimer,≤100,1
107086244888733,"Wayne County, NY",These ads ran without a disclaimer,≤100,2
100468935564978,"Douglas County, OR",These ads ran without a disclaimer,≤100,1
100324888915557,Rutherford County Local News,These ads ran without a disclaimer,≤100,3
100858515531746,"Windham County, VT",These ads ran without a disclaimer,≤100,1
105886628346466,"Luzerne County, PA",These ads ran without a disclaimer,≤100,2
425468610983737,Culture Creators,These ads ran without a disclaimer,≤100,1
1171242829723313,Fabián De Pueblo Como Tu,Comité Carlos F Pagán Carrión,≤100,1
109563881292259,Lincoln County Local News,These ads ran without a disclaimer,≤100,1
158714780827513,UNFPA,These ads ran without a disclaimer,≤100,1
110510987058982,"Pontiac, MI Local - News Break",These ads ran without a disclaimer,≤100,2
103209051941900,"Switzerland County, IN",These ads ran without a disclaimer,≤100,2
102841811879873,Would you wear,These ads ran without a disclaimer,≤100,2
108003798137873,Orange County Local News,These ads ran without a disclaimer,≤100,1
1474751402563101,Red por los Derechos de la Niñez y la Juventud de Puerto Rico,These ads ran without a disclaimer,≤100,2
109810244623103,Burnett County Local News,These ads ran without a disclaimer,≤100,1
354154019404,Polygiene,These ads ran without a disclaimer,≤100,1
111007464500185,Hawkins County Local News,These ads ran without a disclaimer,≤100,2
441126736233216,Satellogic,These ads ran without a disclaimer,≤100,1
192936377437146,Hacienda Baru,These ads ran without a disclaimer,≤100,2
104932077618076,"Bethesda, MD Local - News Break",These ads ran without a disclaimer,≤100,2
1266480730028764,"Lakeland, FL Local - News Break",These ads ran without a disclaimer,≤100,3
193740491071,Provoke & Inspire Podcast,These ads ran without a disclaimer,≤100,1
112125198427221,Charles R. Muller,These ads ran without a disclaimer,≤100,1
107242271549873,Newton County Local News,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
100646558878097,Lyman County Local News,These ads ran without a disclaimer,≤100,1
104399601842061,"Whitman County, WA",These ads ran without a disclaimer,≤100,2
109897875190761,Historia Azul - La Historia de El Salvador,These ads ran without a disclaimer,≤100,2
108690545019808,AWAT Aboriginal Weapons and Tactics,These ads ran without a disclaimer,≤100,1
136829098566242,Bell County Local News,These ads ran without a disclaimer,≤100,2
401054126719730,Taller Salud,These ads ran without a disclaimer,≤100,2
103805372591698,Chota Bhai Bara Bhai,These ads ran without a disclaimer,≤100,1
109986351868062,ridvan_bade,These ads ran without a disclaimer,≤100,2
100258569655273,life_of_svj,These ads ran without a disclaimer,≤100,1
251976498539216,Erwin Tulfo,These ads ran without a disclaimer,≤100,1
120842261908517,CoinGeek,These ads ran without a disclaimer,≤100,1
104628112282327,Coolcooling,These ads ran without a disclaimer,≤100,1
1798175947119500,Epishine,These ads ran without a disclaimer,≤100,3
107717692155648,Closet d’Anna,These ads ran without a disclaimer,≤100,1
118808904996525,Grosvenor Tours,These ads ran without a disclaimer,≤100,1
104459899331892,Terapia LGBT,These ads ran without a disclaimer,≤100,1
117423331329455,Career Goals HQ,These ads ran without a disclaimer,≤100,1
106785845099551,Tlacoapa Gobierno Municipal 2021-2024,These ads ran without a disclaimer,≤100,1
115933558100732,Santa Maria Goretti,These ads ran without a disclaimer,≤100,1
102980832777264,vugarboniak,These ads ran without a disclaimer,≤100,1
123191247733733,Diane Musho Hamilton,These ads ran without a disclaimer,≤100,1
1148165631872925,"Ennis, TX Local - News Break",These ads ran without a disclaimer,≤100,1
1576264079302657,Detroitski Novyny-Ukrainian Metro News,These ads ran without a disclaimer,≤100,1
108392581431403,Cleveland County Local News,These ads ran without a disclaimer,≤100,1
104913155110804,"Caldwell County, NC",These ads ran without a disclaimer,≤100,1
105591351695139,"O'Brien County, IA",These ads ran without a disclaimer,≤100,1
103827548563990,Ford County Local News,These ads ran without a disclaimer,≤100,3
308498099540395,"West Palm Beach, FL Local - News Break",These ads ran without a disclaimer,≤100,2
100466562229044,"Osceola County, MI",These ads ran without a disclaimer,≤100,3
101309201324837,"Evanston, IL Local - News Break",These ads ran without a disclaimer,≤100,1
100117585606365,Ashe County Local News,These ads ran without a disclaimer,≤100,1
108324918861718,Lehman for Commissioner,These ads ran without a disclaimer,≤100,1
100803125537380,Colquitt County Local News,These ads ran without a disclaimer,≤100,2
104416898503055,"Zapata County, TX",These ads ran without a disclaimer,≤100,1
167586199962921,Air Wick,These ads ran without a disclaimer,≤100,2
101268818815220,"Onslow County, NC",These ads ran without a disclaimer,≤100,1
107271444850598,"Sebastian County, AR",These ads ran without a disclaimer,≤100,1
103984947749925,"Ocean Springs, MS Local - News Break",These ads ran without a disclaimer,≤100,2
100100554783667,"Sayreville, NJ Local - News Break",These ads ran without a disclaimer,≤100,2
101666922107770,"Alexander County, NC",These ads ran without a disclaimer,≤100,2
108259704784559,Every Day Koala Country,These ads ran without a disclaimer,≤100,1
103475471916925,"Kenton County, KY",These ads ran without a disclaimer,≤100,3
105203925855930,Crime Office,These ads ran without a disclaimer,≤100,1
112633081342760,RK World,These ads ran without a disclaimer,≤100,1
725094151027060,"Paterson, NJ Local - News Break",These ads ran without a disclaimer,≤100,6
121742908330,WPMT FOX43,These ads ran without a disclaimer,≤100,1
101698115429455,"Floyd County, IA",These ads ran without a disclaimer,≤100,4
102645391499791,Hillsborough County Local News,These ads ran without a disclaimer,≤100,2
1368797929891482,Tarjetasdecredito.us,These ads ran without a disclaimer,≤100,1
106497155714726,fa.re.d0,These ads ran without a disclaimer,≤100,1
107535407398262,"Franklin, IN Local - News Break",These ads ran without a disclaimer,≤100,1
101929192507604,D reame-novel 05,These ads ran without a disclaimer,≤100,1
657842584277982,Doula Nicholle,These ads ran without a disclaimer,≤100,1
109344317991492,Hernando County Local News,These ads ran without a disclaimer,≤100,1
103382921922847,Iron County Local News,These ads ran without a disclaimer,≤100,1
528233923875077,Cámara de Representantes Puerto Rico,These ads ran without a disclaimer,≤100,1
1158713074254619,Michael D Keys,These ads ran without a disclaimer,≤100,1
111216814483308,"Eau Claire County, WI",These ads ran without a disclaimer,≤100,1
105785021675313,"Adams County, IL",These ads ran without a disclaimer,≤100,1
117137747964753,Центр білоруських комунікацій,These ads ran without a disclaimer,≤100,1
1926406907386439,D2D Experts,These ads ran without a disclaimer,≤100,1
100671802217607,Blackford County Local News,These ads ran without a disclaimer,≤100,1
101032592953665,vibebrand.co,These ads ran without a disclaimer,≤100,1
110136374593363,"Taylor County, WV",These ads ran without a disclaimer,≤100,2
101672946095286,raisinginvestoriq,These ads ran without a disclaimer,≤100,1
100891312716342,Worldhistoryrawks,These ads ran without a disclaimer,≤100,1
109498647964222,Tucker County Local News,These ads ran without a disclaimer,≤100,1
966298136789026,Madre Tierra Jabones Artesanales By Isabel,These ads ran without a disclaimer,≤100,1
104300351843900,Williamson County Local News,These ads ran without a disclaimer,≤100,3
105001435332173,Newsbreak Partner 08,These ads ran without a disclaimer,≤100,2
101341372684163,andriilabchukmd,These ads ran without a disclaimer,≤100,1
116232688073932,Andrea Vaughn,These ads ran without a disclaimer,≤100,1
110987495280456,Libraries for Our Community,These ads ran without a disclaimer,≤100,1
110858637850332,Daviess County Local News,These ads ran without a disclaimer,≤100,2
106432841623410,"Hamilton County, OH",These ads ran without a disclaimer,≤100,3
101607022814762,feel_sh.op22,These ads ran without a disclaimer,≤100,1
101578105893812,Yoy Stories,These ads ran without a disclaimer,≤100,1
105244807595228,"Elyria, Ohio Local - News Break",These ads ran without a disclaimer,≤100,1
101750449515740,Amazon Author,These ads ran without a disclaimer,≤100,2
